2.000000, 2.000000, 0.000000, 0.000000, -0.258125
3.350000, 2.000000, 0.000000, -0.038719, 0.070858
4.700000, 2.000000, -0.052270, -0.028090, 0.062270
6.048156, 1.929467, -0.090192, -0.018749, 0.052110
7.392669, 1.807873, -0.115504, -0.010933, 0.038756
8.733674, 1.652290, -0.130263, -0.005120, -0.007856
10.072236, 1.476932, -0.137175, -0.006298, 0.007617
11.409555, 1.292326, -0.145677, -0.005155, 0.134773
12.745255, 1.096357, -0.152637, 0.015060, 0.048663
14.079560, 0.891097, -0.132305, 0.022360, 0.019508
15.417761, 0.713006, -0.102119, 0.025286, -0.019189
16.760728, 0.575384, -0.067983, 0.022408, -0.015347
18.107610, 0.483678, -0.037733, 0.020106, -0.007291
19.456649, 0.432751, -0.010590, 0.019012, 0.004311
20.806573, 0.418455, 0.015076, 0.019659, -0.102924
22.156420, 0.438808, 0.041616, 0.004220, -0.017715
23.505251, 0.494972, 0.047313, 0.001563, -0.060031
24.853740, 0.558821, 0.049423, -0.007442, 0.019071
26.202092, 0.625514, 0.039376, -0.004581, 0.026091
27.551046, 0.678658, 0.033191, -0.000668, 0.030486
28.900302, 0.723458, 0.032290, 0.003905, 0.041309
30.249598, 0.767042, 0.037562, 0.010102, 0.058050
31.598646, 0.817740, 0.051200, 0.018809, -0.071851
32.946877, 0.886829, 0.076592, 0.008032, -0.024433
34.292919, 0.990128, 0.087435, 0.004367, -0.094707
35.637762, 1.108014, 0.093330, -0.009839, -0.009044
36.981887, 1.233827, 0.080047, -0.011196, -0.004234
38.327564, 1.341775, 0.064932, -0.011831, -0.009422
39.674719, 1.429371, 0.048960, -0.013244, -0.003761
41.023101, 1.495441, 0.031080, -0.013809, -0.010082
42.372449, 1.537393, 0.012439, -0.015321, 0.008208
43.722345, 1.554185, -0.008244, -0.014090, -0.024490
45.072299, 1.543055, -0.027266, -0.017763, -0.002050
46.421797, 1.506251, -0.051246, -0.018071, 0.093038
47.770025, 1.437099, -0.075641, -0.004115, 0.074589
49.116165, 1.335081, -0.081197, 0.007073, 0.053310
50.461717, 1.225586, -0.071648, 0.015070, -0.040303
51.808254, 1.128944, -0.051303, 0.009024, -0.034213
53.156477, 1.059715, -0.039120, 0.003893, -0.025132
54.505444, 1.006917, -0.033865, 0.000123, 0.000000
55.854670, 0.961207, -0.033700, 0.000123, 0.000000 
