2.000000, 2.000000, 0.000000, 0.000000, -0.428717
3.350000, 2.000000, 0.000000, -0.064308, 0.029234
4.700000, 2.000000, -0.086815, -0.059922, 0.065919
6.044916, 1.882947, -0.167710, -0.050035, 0.088689
7.375975, 1.657597, -0.235257, -0.036731, 0.089780
8.688788, 1.342922, -0.284844, -0.023264, 0.095544
9.984390, 0.963561, -0.316251, -0.008933, 0.085084
11.267441, 0.543703, -0.328310, 0.003830, 0.176748
12.545336, 0.108405, -0.323139, 0.030342, 0.082647
13.825465, -0.320281, -0.282177, 0.042739, 0.064266
15.122074, -0.696184, -0.224479, 0.052379, 0.018665
16.438203, -0.996692, -0.153767, 0.055179, -0.098305
17.772275, -1.203460, -0.079275, 0.040433, -0.021050
19.118035, -1.310369, -0.024690, 0.037276, -0.044632
20.467623, -1.343697, 0.025633, 0.030581, -0.102768
21.817180, -1.309097, 0.066917, 0.015166, -0.046545
23.164158, -1.218826, 0.087391, 0.008184, -0.099654
24.509007, -1.100999, 0.098439, -0.006764, 0.073315
25.852471, -0.968321, 0.089308, 0.004233, 0.052323
27.197091, -0.847916, 0.095023, 0.012082, 0.051571
28.541001, -0.719828, 0.111333, 0.019817, 0.060808
29.882643, -0.569839, 0.138086, 0.028938, 0.068222
31.219793, -0.384015, 0.177153, 0.039172, -0.247138
32.548664, -0.146108, 0.230035, 0.002101, -0.110017
33.863103, 0.161707, 0.232871, -0.014402, -0.225896
35.176664, 0.473249, 0.213429, -0.048286, 0.052488
36.496033, 0.759196, 0.148243, -0.040413, 0.020239
37.831226, 0.958592, 0.093686, -0.037377, 0.082054
39.175306, 1.084883, 0.043227, -0.025069, 0.028369
40.524045, 1.143222, 0.009385, -0.020813, 0.020491
41.873985, 1.155891, -0.018714, -0.017740, 0.009310
43.223749, 1.130629, -0.042662, -0.016343, 0.004283
44.572521, 1.073052, -0.064726, -0.015701, -0.004819
45.919694, 0.985733, -0.085922, -0.016424, 0.057718
47.264714, 0.869882, -0.108094, -0.007766, 0.019742
48.606834, 0.724239, -0.118578, -0.004805, 0.041228
49.947355, 0.564534, -0.125064, 0.001380, -0.016325
51.286811, 0.396137, -0.123202, -0.001069, -0.011143
52.626578, 0.230235, -0.124645, -0.002741, -0.013429
53.966105, 0.062400, -0.128345, -0.004755, -0.000000
55.305001, -0.110390, -0.134764, -0.004755, 0.000000 
