2.000000, 2.000000, 0.000000, 0.000000, -0.288674
3.350000, 2.000000, 0.000000, -0.043301, 0.007261
4.700000, 2.000000, -0.058457, -0.042212, 0.053005
6.047694, 1.921129, -0.115443, -0.034261, 0.047366
7.388708, 1.765627, -0.161695, -0.027156, 0.051764
8.721099, 1.548288, -0.198356, -0.019392, 0.036171
10.044628, 1.282260, -0.224535, -0.013966, 0.037716
11.360740, 0.981679, -0.243389, -0.008308, 0.136350
12.670951, 0.656338, -0.254605, 0.012144, 0.091383
13.977431, 0.316322, -0.238211, 0.025852, 0.066977
15.289309, -0.002230, -0.203311, 0.035898, -0.033700
16.611503, -0.274813, -0.154849, 0.030843, -0.053465
17.945350, -0.483024, -0.113211, 0.022823, -0.033092
19.286708, -0.635533, -0.082399, 0.017859, -0.029879
20.632128, -0.746646, -0.058289, 0.013378, -0.001162
21.979835, -0.825292, -0.040229, 0.013203, -0.011995
23.328743, -0.879586, -0.022405, 0.011404, -0.007576
24.678404, -0.909830, -0.007009, 0.010268, 0.022828
26.028371, -0.919292, 0.006852, 0.013692, 0.024796
27.378339, -0.910042, 0.025337, 0.017411, 0.052794
28.727906, -0.875841, 0.048842, 0.025331, 0.047591
30.076296, -0.809930, 0.083038, 0.032469, 0.092303
31.421644, -0.697957, 0.126872, 0.046315, -0.084746
32.760794, -0.527139, 0.189397, 0.033603, -0.120243
34.086653, -0.272979, 0.234761, 0.015566, -0.180237
35.399623, 0.041045, 0.255776, -0.011469, -0.068054
36.705703, 0.382589, 0.240292, -0.021677, -0.047570
38.016916, 0.703871, 0.211028, -0.028813, 0.024437
39.336968, 0.986648, 0.172130, -0.025147, -0.026148
40.667018, 1.217878, 0.138181, -0.029069, -0.031409
42.004150, 1.403830, 0.098938, -0.033781, -0.110431
43.347548, 1.537178, 0.053333, -0.050345, -0.033001
44.695628, 1.609144, -0.014633, -0.055296, -0.056261
46.045484, 1.589391, -0.089282, -0.063735, 0.209655
47.390107, 1.469020, -0.175324, -0.032286, 0.233096
48.719411, 1.233543, -0.218911, 0.002678, 0.142303
50.037193, 0.940369, -0.215295, 0.024023, 0.020724
51.356026, 0.651960, -0.182864, 0.027132, -0.112198
52.683517, 0.406467, -0.146236, 0.010302, -0.033615
54.019108, 0.209752, -0.132327, 0.005260, -0.000000
55.357306, 0.031631, -0.125226, 0.005260, 0.000000 
